passed,mode,model_version,model_semver,failures,warnings,metrics,policy
True,hourly,5,5.2.0,[],"['crawl success rate is degraded at 86.0%', 'extraction success rate is degraded at 86.0%']","{'previous_ranked_recipes': 0, 'current_ranked_recipes': 86, 'previous_model_version': 5, 'current_model_version': 5, 'previous_model_semver': None, 'current_model_semver': '5.2.0', 'model_identity_changed': True, 'previous_deduplicated_count': 0, 'current_deduplicated_count': 0, 'crawl_success_rate': 0.86, 'extract_success_rate': 0.86, 'ranking_eligible_rate': 1.0, 'dom_structure_changes': 0, 'crawl_targets': 100, 'anomalies': 0, 'sources_stale_24h': 0}","{'corpus_retention_fail_below': 0.8, 'top50_overlap_warn_below': 0.5, 'top50_overlap_fail_below': 0.35, 'evidence_conflict_warn_above': 0.1, 'evidence_conflict_fail_above': 0.2, 'crawl_success_warn_below': 0.9, 'crawl_success_fail_below': 0.7, 'extract_success_warn_below': 0.9, 'extract_success_fail_below': 0.7, 'ranking_eligible_warn_below': 0.9, 'dom_structure_change_warn_fraction': 0.1, 'dom_structure_change_fail_fraction': 0.5, 'dom_structure_change_warn_min': 5, 'dom_structure_change_fail_min': 25, 'anomaly_warn_fraction': 0.03, 'anomaly_warn_min': 20, 'stale_sources_24h_warn_above': 0, 'http_429_warn_above': 3, 'dedupe_spike_minimum': 20, 'dedupe_spike_multiplier': 10, 'dedupe_spike_offset': 5}"
