passed,mode,model_version,model_semver,failures,warnings,metrics,policy
True,daily,5,5.2.0,[],"['extraction success rate is degraded at 79.8%', 'DOM structure changes elevated at 1648 across 7749 crawl targets', 'anomaly volume is elevated at 1666; review operational diagnostics']","{'previous_ranked_recipes': 5555, 'current_ranked_recipes': 5555, 'ranked_recipe_retention': 1.0, 'previous_model_version': 5, 'current_model_version': 5, 'previous_model_semver': '5.2.0', 'current_model_semver': '5.2.0', 'model_identity_changed': False, 'top50_overlap_previous': 1.0, 'previous_deduplicated_count': 67, 'current_deduplicated_count': 71, 'crawl_success_rate': 0.9987095109046329, 'extract_success_rate': 0.7984235689365551, 'ranking_eligible_rate': 0.9873800213295414, 'dom_structure_changes': 1648, 'crawl_targets': 7749, 'anomalies': 1666, 'sources_stale_24h': 0}","{'corpus_retention_fail_below': 0.8, 'top50_overlap_warn_below': 0.5, 'top50_overlap_fail_below': 0.35, 'evidence_conflict_warn_above': 0.1, 'evidence_conflict_fail_above': 0.2, 'crawl_success_warn_below': 0.9, 'crawl_success_fail_below': 0.7, 'extract_success_warn_below': 0.9, 'extract_success_fail_below': 0.7, 'ranking_eligible_warn_below': 0.9, 'dom_structure_change_warn_fraction': 0.1, 'dom_structure_change_fail_fraction': 0.5, 'dom_structure_change_warn_min': 5, 'dom_structure_change_fail_min': 25, 'anomaly_warn_fraction': 0.03, 'anomaly_warn_min': 20, 'stale_sources_24h_warn_above': 0, 'http_429_warn_above': 3, 'dedupe_spike_minimum': 20, 'dedupe_spike_multiplier': 10, 'dedupe_spike_offset': 5}"
